d_date_sk|d_date
2416292|1903-06-26
2416293|1903-06-27
2416294|1903-06-28
2416295|1903-06-29
2416296|1903-06-30
2416297|1903-07-01
2416298|1903-07-02
2416299|1903-07-03
2416300|1903-07-04
2416301|1903-07-05
2416302|1903-07-06
2416303|1903-07-07
2416304|1903-07-08
2416305|1903-07-09
2416306|1903-07-10
2416307|1903-07-11
2416308|1903-07-12
2416309|1903-07-13
2416310|1903-07-14
2416311|1903-07-15
2416312|1903-07-16
2416313|1903-07-17
2416314|1903-07-18
2416315|1903-07-19
2416316|1903-07-20
2416317|1903-07-21
2416318|1903-07-22
2416319|1903-07-23
2416320|1903-07-24
2416321|1903-07-25
2416322|1903-07-26
2416323|1903-07-27
2416324|1903-07-28
2416325|1903-07-29
2416326|1903-07-30
2416327|1903-07-31
2416328|1903-08-01
2416329|1903-08-02
2416330|1903-08-03
2416331|1903-08-04
2416332|1903-08-05
2416333|1903-08-06
2416334|1903-08-07
2416335|1903-08-08
2416336|1903-08-09
2416337|1903-08-10
2416338|1903-08-11
2416339|1903-08-12
2416340|1903-08-13
2416341|1903-08-14
2416342|1903-08-15
2416343|1903-08-16
2416344|1903-08-17
2416345|1903-08-18
2416346|1903-08-19
2416347|1903-08-20
2416348|1903-08-21
2416349|1903-08-22
2416350|1903-08-23
2416351|1903-08-24
2416352|1903-08-25
2416353|1903-08-26
2416354|1903-08-27
2416355|1903-08-28
2416356|1903-08-29
2416357|1903-08-30
2416358|1903-08-31
2416359|1903-09-01
2416360|1903-09-02
2416361|1903-09-03
2416362|1903-09-04
2416363|1903-09-05
2416364|1903-09-06
2416365|1903-09-07
2416366|1903-09-08
2416367|1903-09-09
2416368|1903-09-10
2416369|1903-09-11
2416370|1903-09-12
2416371|1903-09-13
2416372|1903-09-14
2416373|1903-09-15
2416374|1903-09-16
2416375|1903-09-17
2416376|1903-09-18
2416377|1903-09-19
2416378|1903-09-20
2416379|1903-09-21
2416380|1903-09-22
2416381|1903-09-23
2416382|1903-09-24
2416383|1903-09-25
2416384|1903-09-26
2416385|1903-09-27
2416386|1903-09-28
2416387|1903-09-29
2416388|1903-09-30
2416389|1903-10-01
2416390|1903-10-02
2416391|1903-10-03
2416392|1903-10-04
2416393|1903-10-05
2416394|1903-10-06
2416395|1903-10-07
2416396|1903-10-08
2416397|1903-10-09
2416398|1903-10-10
2416399|1903-10-11
2416400|1903-10-12
2416401|1903-10-13
2416402|1903-10-14
2416403|1903-10-15
2416404|1903-10-16
2416405|1903-10-17
2416406|1903-10-18
2416407|1903-10-19
2416408|1903-10-20
2416409|1903-10-21
2416410|1903-10-22
2416411|1903-10-23
2416412|1903-10-24
2416413|1903-10-25
2416414|1903-10-26
2416415|1903-10-27
2416416|1903-10-28
2416417|1903-10-29
2416418|1903-10-30
2416419|1903-10-31
2416420|1903-11-01
2416421|1903-11-02
2416422|1903-11-03
2416423|1903-11-04
2416424|1903-11-05
2416425|1903-11-06
2416426|1903-11-07
2416427|1903-11-08
2416428|1903-11-09
2416429|1903-11-10
2416430|1903-11-11
2416431|1903-11-12
2416432|1903-11-13
2416433|1903-11-14
2416434|1903-11-15
2416435|1903-11-16
2416436|1903-11-17
2416437|1903-11-18
2416438|1903-11-19
2416439|1903-11-20
2416440|1903-11-21
2416441|1903-11-22
2416442|1903-11-23
2416443|1903-11-24
2416444|1903-11-25
2416445|1903-11-26
2416446|1903-11-27
2416447|1903-11-28
2416448|1903-11-29
2416449|1903-11-30
2416450|1903-12-01
2416451|1903-12-02
2416452|1903-12-03
2416453|1903-12-04
2416454|1903-12-05
2416455|1903-12-06
2416456|1903-12-07
2416457|1903-12-08
2416458|1903-12-09
2416459|1903-12-10
2416460|1903-12-11
2416461|1903-12-12
2416462|1903-12-13
2416463|1903-12-14
2416464|1903-12-15
2416465|1903-12-16
2416466|1903-12-17
2416467|1903-12-18
2416468|1903-12-19
2416469|1903-12-20
2416470|1903-12-21
2416471|1903-12-22
2416472|1903-12-23
2416473|1903-12-24
2416474|1903-12-25
2416475|1903-12-26
2416476|1903-12-27
2416477|1903-12-28
2416478|1903-12-29
2416479|1903-12-30
2416480|1903-12-31
2416481|1904-01-01
2416482|1904-01-02
2416483|1904-01-03
2416484|1904-01-04
2416485|1904-01-05
2416486|1904-01-06
2416487|1904-01-07
2416488|1904-01-08
2416489|1904-01-09
2416490|1904-01-10
2416491|1904-01-11
2416492|1904-01-12
2416493|1904-01-13
2416494|1904-01-14
2416495|1904-01-15
2416496|1904-01-16
2416497|1904-01-17
2416498|1904-01-18
2416499|1904-01-19
2416500|1904-01-20
2416501|1904-01-21
2416502|1904-01-22
2416503|1904-01-23
2416504|1904-01-24
2416505|1904-01-25
2416506|1904-01-26
2416507|1904-01-27
2416508|1904-01-28
2416509|1904-01-29
2416510|1904-01-30
2416511|1904-01-31
2416512|1904-02-01
2416513|1904-02-02
2416514|1904-02-03
2416515|1904-02-04
2416516|1904-02-05
2416517|1904-02-06
2416518|1904-02-07
2416519|1904-02-08
2416520|1904-02-09
2416521|1904-02-10
2416522|1904-02-11
2416523|1904-02-12
2416524|1904-02-13
2416525|1904-02-14
2416526|1904-02-15
2416527|1904-02-16
2416528|1904-02-17
2416529|1904-02-18
2416530|1904-02-19
2416531|1904-02-20
2416532|1904-02-21
2416533|1904-02-22
2416534|1904-02-23
2416535|1904-02-24
2416536|1904-02-25
2416537|1904-02-26
2416538|1904-02-27
2416539|1904-02-28
2416540|1904-02-29
2416541|1904-03-01
2416542|1904-03-02
2416543|1904-03-03
2416544|1904-03-04
2416545|1904-03-05
2416546|1904-03-06
2416547|1904-03-07
2416548|1904-03-08
2416549|1904-03-09
2416550|1904-03-10
2416551|1904-03-11
2416552|1904-03-12
2416553|1904-03-13
2416554|1904-03-14
2416555|1904-03-15
2416556|1904-03-16
2416557|1904-03-17
2416558|1904-03-18
2416559|1904-03-19
2416560|1904-03-20
2416561|1904-03-21
2416562|1904-03-22
2416563|1904-03-23
2416564|1904-03-24
2416565|1904-03-25
2416566|1904-03-26
2416567|1904-03-27
2416568|1904-03-28
2416569|1904-03-29
2416570|1904-03-30
2416571|1904-03-31
2416572|1904-04-01
2416573|1904-04-02
2416574|1904-04-03
2416575|1904-04-04
2416576|1904-04-05
2416577|1904-04-06
2416578|1904-04-07
2416579|1904-04-08
2416580|1904-04-09
2416581|1904-04-10
2416582|1904-04-11
2416583|1904-04-12
2416584|1904-04-13
2416585|1904-04-14
2416586|1904-04-15
2416587|1904-04-16
2416588|1904-04-17
2416589|1904-04-18
2416590|1904-04-19
2416591|1904-04-20
2416592|1904-04-21
2416593|1904-04-22
2416594|1904-04-23
2416595|1904-04-24
2416596|1904-04-25
2416597|1904-04-26
2416598|1904-04-27
2416599|1904-04-28
2416600|1904-04-29
2416601|1904-04-30
2416602|1904-05-01
2416603|1904-05-02
2416604|1904-05-03
2416605|1904-05-04
2416606|1904-05-05
2416607|1904-05-06
2416608|1904-05-07
2416609|1904-05-08
2416610|1904-05-09
2416611|1904-05-10
2416612|1904-05-11
2416613|1904-05-12
2416614|1904-05-13
2416615|1904-05-14
2416616|1904-05-15
2416617|1904-05-16
2416618|1904-05-17
2416619|1904-05-18
2416620|1904-05-19
2416621|1904-05-20
2416622|1904-05-21
2416623|1904-05-22
2416624|1904-05-23
2416625|1904-05-24
2416626|1904-05-25
2416627|1904-05-26
2416628|1904-05-27
2416629|1904-05-28
2416630|1904-05-29
2416631|1904-05-30
2416632|1904-05-31
2416633|1904-06-01
2416634|1904-06-02
2416635|1904-06-03
2416636|1904-06-04
2416637|1904-06-05
2416638|1904-06-06
2416639|1904-06-07
2416640|1904-06-08
2416641|1904-06-09
2416642|1904-06-10
2416643|1904-06-11
2416644|1904-06-12
2416645|1904-06-13
2416646|1904-06-14
2416647|1904-06-15
2416648|1904-06-16
2416649|1904-06-17
2416650|1904-06-18
2416651|1904-06-19
2416652|1904-06-20
2416653|1904-06-21
2416654|1904-06-22
2416655|1904-06-23
2416656|1904-06-24
2416657|1904-06-25
2416658|1904-06-26
2416659|1904-06-27
2416660|1904-06-28
2416661|1904-06-29
2416662|1904-06-30
2416663|1904-07-01
2416664|1904-07-02
2416665|1904-07-03
2416666|1904-07-04
2416667|1904-07-05
2416668|1904-07-06
2416669|1904-07-07
2416670|1904-07-08
2416671|1904-07-09
2416672|1904-07-10
2416673|1904-07-11
2416674|1904-07-12
2416675|1904-07-13
2416676|1904-07-14
2416677|1904-07-15
2416678|1904-07-16
2416679|1904-07-17
2416680|1904-07-18
2416681|1904-07-19
2416682|1904-07-20
2416683|1904-07-21
2416684|1904-07-22
2416685|1904-07-23
2416686|1904-07-24
2416687|1904-07-25
2416688|1904-07-26
2416689|1904-07-27
2416690|1904-07-28
2416691|1904-07-29
2416692|1904-07-30
2416693|1904-07-31
2416694|1904-08-01
2416695|1904-08-02
2416696|1904-08-03
2416697|1904-08-04
2416698|1904-08-05
2416699|1904-08-06
2416700|1904-08-07
2416701|1904-08-08
2416702|1904-08-09
2416703|1904-08-10
2416704|1904-08-11
2416705|1904-08-12
2416706|1904-08-13
2416707|1904-08-14
2416708|1904-08-15
2416709|1904-08-16
2416710|1904-08-17
2416711|1904-08-18
2416712|1904-08-19
2416713|1904-08-20
2416714|1904-08-21
2416715|1904-08-22
2416716|1904-08-23
2416717|1904-08-24
2416718|1904-08-25
2416719|1904-08-26
2416720|1904-08-27
2416721|1904-08-28
2416722|1904-08-29
2416723|1904-08-30
2416724|1904-08-31
2416725|1904-09-01
2416726|1904-09-02
2416727|1904-09-03
2416728|1904-09-04
2416729|1904-09-05
2416730|1904-09-06
2416731|1904-09-07
2416732|1904-09-08
2416733|1904-09-09
2416734|1904-09-10
2416735|1904-09-11
2416736|1904-09-12
2416737|1904-09-13
2416738|1904-09-14
2416739|1904-09-15
2416740|1904-09-16
2416741|1904-09-17
2416742|1904-09-18
2416743|1904-09-19
2416744|1904-09-20
2416745|1904-09-21
2416746|1904-09-22
2416747|1904-09-23
2416748|1904-09-24
2416749|1904-09-25
2416750|1904-09-26
2416751|1904-09-27
2416752|1904-09-28
2416753|1904-09-29
2416754|1904-09-30
2416755|1904-10-01
2416756|1904-10-02
2416757|1904-10-03
2416758|1904-10-04
2416759|1904-10-05
2416760|1904-10-06
2416761|1904-10-07
2416762|1904-10-08
2416763|1904-10-09
2416764|1904-10-10
2416765|1904-10-11
2416766|1904-10-12
2416767|1904-10-13
2416768|1904-10-14
2416769|1904-10-15
2416770|1904-10-16
2416771|1904-10-17
2416772|1904-10-18
2416773|1904-10-19
2416774|1904-10-20
2416775|1904-10-21
2416776|1904-10-22
2416777|1904-10-23
2416778|1904-10-24
2416779|1904-10-25
2416780|1904-10-26
2416781|1904-10-27
2416782|1904-10-28
2416783|1904-10-29
2416784|1904-10-30
2416785|1904-10-31
2416786|1904-11-01
2416787|1904-11-02
2416788|1904-11-03
2416789|1904-11-04
2416790|1904-11-05
2416791|1904-11-06
2416792|1904-11-07
2416793|1904-11-08
2416794|1904-11-09
2416795|1904-11-10
2416796|1904-11-11
2416797|1904-11-12
2416798|1904-11-13
2416799|1904-11-14
2416800|1904-11-15
2416801|1904-11-16
2416802|1904-11-17
2416803|1904-11-18
2416804|1904-11-19
2416805|1904-11-20
2416806|1904-11-21
2416807|1904-11-22
2416808|1904-11-23
2416809|1904-11-24
2416810|1904-11-25
2416811|1904-11-26
2416812|1904-11-27
2416813|1904-11-28
2416814|1904-11-29
2416815|1904-11-30
2416816|1904-12-01
2416817|1904-12-02
2416818|1904-12-03
2416819|1904-12-04
2416820|1904-12-05
2416821|1904-12-06
2416822|1904-12-07
2416823|1904-12-08
2416824|1904-12-09
2416825|1904-12-10
2416826|1904-12-11
2416827|1904-12-12
2416828|1904-12-13
2416829|1904-12-14
2416830|1904-12-15
2416831|1904-12-16
2416832|1904-12-17
2416833|1904-12-18
2416834|1904-12-19
2416835|1904-12-20
2416836|1904-12-21
2416837|1904-12-22
2416838|1904-12-23
2416839|1904-12-24
2416840|1904-12-25
2416841|1904-12-26
2416842|1904-12-27
2416843|1904-12-28
2416844|1904-12-29
2416845|1904-12-30
2416846|1904-12-31
2416847|1905-01-01
2416848|1905-01-02
2416849|1905-01-03
2416850|1905-01-04
2416851|1905-01-05
2416852|1905-01-06
2416853|1905-01-07
2416854|1905-01-08
2416855|1905-01-09
2416856|1905-01-10
2416857|1905-01-11
2416858|1905-01-12
2416859|1905-01-13
2416860|1905-01-14
2416861|1905-01-15
2416862|1905-01-16
2416863|1905-01-17
2416864|1905-01-18
2416865|1905-01-19
2416866|1905-01-20
2416867|1905-01-21
2416868|1905-01-22
2416869|1905-01-23
2416870|1905-01-24
2416871|1905-01-25
2416872|1905-01-26
2416873|1905-01-27
2416874|1905-01-28
2416875|1905-01-29
2416876|1905-01-30
2416877|1905-01-31
2416878|1905-02-01
2416879|1905-02-02
2416880|1905-02-03
2416881|1905-02-04
2416882|1905-02-05
2416883|1905-02-06
2416884|1905-02-07
2416885|1905-02-08
2416886|1905-02-09
2416887|1905-02-10
2416888|1905-02-11
2416889|1905-02-12
2416890|1905-02-13
2416891|1905-02-14
2416892|1905-02-15
2416893|1905-02-16
2416894|1905-02-17
2416895|1905-02-18
2416896|1905-02-19
2416897|1905-02-20
2416898|1905-02-21
2416899|1905-02-22
2416900|1905-02-23
2416901|1905-02-24
2416902|1905-02-25
2416903|1905-02-26
2416904|1905-02-27
2416905|1905-02-28
2416906|1905-03-01
2416907|1905-03-02
2416908|1905-03-03
2416909|1905-03-04
2416910|1905-03-05
2416911|1905-03-06
2416912|1905-03-07
2416913|1905-03-08
2416914|1905-03-09
2416915|1905-03-10
2416916|1905-03-11
2416917|1905-03-12
2416918|1905-03-13
2416919|1905-03-14
2416920|1905-03-15
2416921|1905-03-16
2416922|1905-03-17
2416923|1905-03-18
2416924|1905-03-19
2416925|1905-03-20
2416926|1905-03-21
2416927|1905-03-22
2416928|1905-03-23
2416929|1905-03-24
2416930|1905-03-25
2416931|1905-03-26
2416932|1905-03-27
2416933|1905-03-28
2416934|1905-03-29
2416935|1905-03-30
2416936|1905-03-31
2416937|1905-04-01
2416938|1905-04-02
2416939|1905-04-03
2416940|1905-04-04
2416941|1905-04-05
2416942|1905-04-06
2416943|1905-04-07
2416944|1905-04-08
2416945|1905-04-09
2416946|1905-04-10
2416947|1905-04-11
2416948|1905-04-12
2416949|1905-04-13
2416950|1905-04-14
2416951|1905-04-15
2416952|1905-04-16
2416953|1905-04-17
2416954|1905-04-18
2416955|1905-04-19
2416956|1905-04-20
2416957|1905-04-21
2416958|1905-04-22
2416959|1905-04-23
2416960|1905-04-24
2416961|1905-04-25
2416962|1905-04-26
2416963|1905-04-27
2416964|1905-04-28
2416965|1905-04-29
2416966|1905-04-30
2416967|1905-05-01
2416968|1905-05-02
2416969|1905-05-03
2416970|1905-05-04
2416971|1905-05-05
2416972|1905-05-06
2416973|1905-05-07
2416974|1905-05-08
2416975|1905-05-09
2416976|1905-05-10
2416977|1905-05-11
2416978|1905-05-12
2416979|1905-05-13
2416980|1905-05-14
2416981|1905-05-15
2416982|1905-05-16
2416983|1905-05-17
2416984|1905-05-18
2416985|1905-05-19
2416986|1905-05-20
2416987|1905-05-21
2416988|1905-05-22
2416989|1905-05-23
2416990|1905-05-24
2416991|1905-05-25
2416992|1905-05-26
2416993|1905-05-27
2416994|1905-05-28
2416995|1905-05-29
2416996|1905-05-30
2416997|1905-05-31
2416998|1905-06-01
2416999|1905-06-02
2417000|1905-06-03
2417001|1905-06-04
2417002|1905-06-05
2417003|1905-06-06
2417004|1905-06-07
2417005|1905-06-08
2417006|1905-06-09
2417007|1905-06-10
2417008|1905-06-11
2417009|1905-06-12
2417010|1905-06-13
2417011|1905-06-14
2417012|1905-06-15
2417013|1905-06-16
2417014|1905-06-17
2417015|1905-06-18
2417016|1905-06-19
2417017|1905-06-20
2417018|1905-06-21
2417019|1905-06-22
2417020|1905-06-23
2417021|1905-06-24
2417022|1905-06-25
2417023|1905-06-26
2417024|1905-06-27
2417025|1905-06-28
2417026|1905-06-29
2417027|1905-06-30
2417028|1905-07-01
2417029|1905-07-02
2417030|1905-07-03
2417031|1905-07-04
2417032|1905-07-05
2417033|1905-07-06
2417034|1905-07-07
2417035|1905-07-08
2417036|1905-07-09
2417037|1905-07-10
2417038|1905-07-11
2417039|1905-07-12
2417040|1905-07-13
2417041|1905-07-14
2417042|1905-07-15
2417043|1905-07-16
2417044|1905-07-17
2417045|1905-07-18
2417046|1905-07-19
2417047|1905-07-20
2417048|1905-07-21
2417049|1905-07-22
2417050|1905-07-23
2417051|1905-07-24
2417052|1905-07-25
2417053|1905-07-26
2417054|1905-07-27
2417055|1905-07-28
2417056|1905-07-29
2417057|1905-07-30
2417058|1905-07-31
2417059|1905-08-01
2417060|1905-08-02
2417061|1905-08-03
2417062|1905-08-04
2417063|1905-08-05
2417064|1905-08-06
2417065|1905-08-07
2417066|1905-08-08
2417067|1905-08-09
2417068|1905-08-10
2417069|1905-08-11
2417070|1905-08-12
2417071|1905-08-13
2417072|1905-08-14
2417073|1905-08-15
2417074|1905-08-16
2417075|1905-08-17
2417076|1905-08-18
2417077|1905-08-19
2417078|1905-08-20
2417079|1905-08-21
2417080|1905-08-22
2417081|1905-08-23
2417082|1905-08-24
2417083|1905-08-25
2417084|1905-08-26
2417085|1905-08-27
2417086|1905-08-28
2417087|1905-08-29
2417088|1905-08-30
2417089|1905-08-31
2417090|1905-09-01
2417091|1905-09-02
2417092|1905-09-03
2417093|1905-09-04
2417094|1905-09-05
2417095|1905-09-06
2417096|1905-09-07
2417097|1905-09-08
2417098|1905-09-09
2417099|1905-09-10
2417100|1905-09-11
2417101|1905-09-12
2417102|1905-09-13
2417103|1905-09-14
2417104|1905-09-15
2417105|1905-09-16
2417106|1905-09-17
2417107|1905-09-18
2417108|1905-09-19
2417109|1905-09-20
2417110|1905-09-21
2417111|1905-09-22
2417112|1905-09-23
2417113|1905-09-24
2417114|1905-09-25
2417115|1905-09-26
2417116|1905-09-27
2417117|1905-09-28
2417118|1905-09-29
2417119|1905-09-30
2417120|1905-10-01
2417121|1905-10-02
2417122|1905-10-03
2417123|1905-10-04
2417124|1905-10-05
2417125|1905-10-06
2417126|1905-10-07
2417127|1905-10-08
2417128|1905-10-09
2417129|1905-10-10
2417130|1905-10-11
2417131|1905-10-12
2417132|1905-10-13
2417133|1905-10-14
2417134|1905-10-15
2417135|1905-10-16
2417136|1905-10-17
2417137|1905-10-18
2417138|1905-10-19
2417139|1905-10-20
2417140|1905-10-21
2417141|1905-10-22
2417142|1905-10-23
2417143|1905-10-24
2417144|1905-10-25
2417145|1905-10-26
2417146|1905-10-27
2417147|1905-10-28
2417148|1905-10-29
2417149|1905-10-30
2417150|1905-10-31
2417151|1905-11-01
2417152|1905-11-02
2417153|1905-11-03
2417154|1905-11-04
2417155|1905-11-05
2417156|1905-11-06
2417157|1905-11-07
2417158|1905-11-08
2417159|1905-11-09
2417160|1905-11-10
2417161|1905-11-11
2417162|1905-11-12
2417163|1905-11-13
2417164|1905-11-14
2417165|1905-11-15
2417166|1905-11-16
2417167|1905-11-17
2417168|1905-11-18
2417169|1905-11-19
2417170|1905-11-20
2417171|1905-11-21
2417172|1905-11-22
2417173|1905-11-23
2417174|1905-11-24
2417175|1905-11-25
2417176|1905-11-26
2417177|1905-11-27
2417178|1905-11-28
2417179|1905-11-29
2417180|1905-11-30
2417181|1905-12-01
2417182|1905-12-02
2417183|1905-12-03
2417184|1905-12-04
2417185|1905-12-05
2417186|1905-12-06
2417187|1905-12-07
2417188|1905-12-08
2417189|1905-12-09
2417190|1905-12-10
2417191|1905-12-11
2417192|1905-12-12
2417193|1905-12-13
2417194|1905-12-14
2417195|1905-12-15
2417196|1905-12-16
2417197|1905-12-17
2417198|1905-12-18
2417199|1905-12-19
2417200|1905-12-20
2417201|1905-12-21
2417202|1905-12-22
2417203|1905-12-23
2417204|1905-12-24
2417205|1905-12-25
2417206|1905-12-26
2417207|1905-12-27
2417208|1905-12-28
2417209|1905-12-29
2417210|1905-12-30
2417211|1905-12-31
2417212|1906-01-01
2417213|1906-01-02
2417214|1906-01-03
2417215|1906-01-04
2417216|1906-01-05
2417217|1906-01-06
2417218|1906-01-07
2417219|1906-01-08
2417220|1906-01-09
2417221|1906-01-10
2417222|1906-01-11
2417223|1906-01-12
2417224|1906-01-13
2417225|1906-01-14
2417226|1906-01-15
2417227|1906-01-16
2417228|1906-01-17
2417229|1906-01-18
2417230|1906-01-19
2417231|1906-01-20
2417232|1906-01-21
2417233|1906-01-22
2417234|1906-01-23
2417235|1906-01-24
2417236|1906-01-25
2417237|1906-01-26
2417238|1906-01-27
2417239|1906-01-28
2417240|1906-01-29
2417241|1906-01-30
2417242|1906-01-31
2417243|1906-02-01
2417244|1906-02-02
2417245|1906-02-03
2417246|1906-02-04
2417247|1906-02-05
2417248|1906-02-06
2417249|1906-02-07
2417250|1906-02-08
2417251|1906-02-09
2417252|1906-02-10
2417253|1906-02-11
2417254|1906-02-12
2417255|1906-02-13
2417256|1906-02-14
2417257|1906-02-15
2417258|1906-02-16
2417259|1906-02-17
2417260|1906-02-18
2417261|1906-02-19
2417262|1906-02-20
2417263|1906-02-21
2417264|1906-02-22
2417265|1906-02-23
2417266|1906-02-24
2417267|1906-02-25
2417268|1906-02-26
2417269|1906-02-27
2417270|1906-02-28
2417271|1906-03-01
2417272|1906-03-02
2417273|1906-03-03
2417274|1906-03-04
2417275|1906-03-05
2417276|1906-03-06
2417277|1906-03-07
2417278|1906-03-08
2417279|1906-03-09
2417280|1906-03-10
2417281|1906-03-11
2417282|1906-03-12
2417283|1906-03-13
2417284|1906-03-14
2417285|1906-03-15
2417286|1906-03-16
2417287|1906-03-17
2417288|1906-03-18
2417289|1906-03-19
2417290|1906-03-20
2417291|1906-03-21
2417292|1906-03-22
2417293|1906-03-23
2417294|1906-03-24
2417295|1906-03-25
2417296|1906-03-26
2417297|1906-03-27
2417298|1906-03-28
2417299|1906-03-29
2417300|1906-03-30
2417301|1906-03-31
2417302|1906-04-01
2417303|1906-04-02
2417304|1906-04-03
2417305|1906-04-04
2417306|1906-04-05
2417307|1906-04-06
2417308|1906-04-07
2417309|1906-04-08
2417310|1906-04-09
2417311|1906-04-10
2417312|1906-04-11
2417313|1906-04-12
2417314|1906-04-13
2417315|1906-04-14
2417316|1906-04-15
2417317|1906-04-16
2417318|1906-04-17
2417319|1906-04-18
2417320|1906-04-19
2417321|1906-04-20
2417322|1906-04-21
2417323|1906-04-22
2417324|1906-04-23
2417325|1906-04-24
2417326|1906-04-25
2417327|1906-04-26
2417328|1906-04-27
2417329|1906-04-28
2417330|1906-04-29
2417331|1906-04-30
2417332|1906-05-01
2417333|1906-05-02
2417334|1906-05-03
2417335|1906-05-04
2417336|1906-05-05
2417337|1906-05-06
2417338|1906-05-07
2417339|1906-05-08
2417340|1906-05-09
2417341|1906-05-10
2417342|1906-05-11
2417343|1906-05-12
2417344|1906-05-13
2417345|1906-05-14
2417346|1906-05-15
2417347|1906-05-16
2417348|1906-05-17
2417349|1906-05-18
2417350|1906-05-19
2417351|1906-05-20
2417352|1906-05-21
2417353|1906-05-22
2417354|1906-05-23
2417355|1906-05-24
2417356|1906-05-25
2417357|1906-05-26
2417358|1906-05-27
2417359|1906-05-28
2417360|1906-05-29
2417361|1906-05-30
2417362|1906-05-31
2417363|1906-06-01
2417364|1906-06-02
2417365|1906-06-03
2417366|1906-06-04
2417367|1906-06-05
2417368|1906-06-06
2417369|1906-06-07
2417370|1906-06-08
2417371|1906-06-09
2417372|1906-06-10
2417373|1906-06-11
2417374|1906-06-12
2417375|1906-06-13
2417376|1906-06-14
2417377|1906-06-15
2417378|1906-06-16
2417379|1906-06-17
2417380|1906-06-18
2417381|1906-06-19
2417382|1906-06-20
2417383|1906-06-21
2417384|1906-06-22
2417385|1906-06-23
2417386|1906-06-24
2417387|1906-06-25
2417388|1906-06-26
2417389|1906-06-27
